cdr,recovery_rate,cpr,oc_breached_aaa,oc_breached_aa,oc_breached_a,oc_breached_bbb,min_bbb_oc,final_bbb_oc,equity_total
0.032975551845995425,0.4079146855055481,0.10614602859042921,False,False,False,False,1.2360428167703978,1.2360428167703978,100853747.41138855
0.02134073673778436,0.41947845312756904,0.20079923169345393,False,False,False,False,1.3029325238037854,1.3029325238037854,93700502.87045215
0.011154422332499504,0.534449225925093,0.18311357532599018,False,False,False,False,1.3946705682235772,1.3946705682235772,95995770.18137397
0.021665522847887312,0.33557425609850877,0.24729140396900592,False,False,False,False,1.323694150532283,1.323694150532283,89324518.25740926
0.06369986646075941,0.5833675027655464,0.2183731935557719,False,False,False,False,1.118978519176444,1.118978519176444,120732931.07606393
0.03417601231210358,0.33440497442440104,0.20442316755113393,False,False,False,False,1.2368642570998098,1.2368642570998098,92727581.57427692
0.03539053737048856,0.48671340793770534,0.22360027114748787,False,False,False,False,1.2326864925006051,1.2326864925006051,104481708.80383022
0.06341399564005569,0.5711195112383836,0.15532322750439254,False,False,False,False,1.0883161157131904,1.0883161157131904,120939350.9167329
0.07154793615088821,0.6094224913237196,0.175140693548273,False,False,False,True,0.9954598607534944,0.9954598607534944,129175294.84645003
0.0438704358811344,0.5943694399591902,0.21933525492151743,False,False,False,False,1.2287771317774518,1.2287771317774518,107767853.810034
0.011175307281104323,0.45068242072027304,0.1741298808823052,False,False,False,False,1.389285373721923,1.389285373721923,92966310.58602539
0.09454928936942059,0.6319565124643796,0.1785844846340357,False,False,True,True,0.942310110117529,0.942310110117529,130477491.53876923
0.04510086715092337,0.5440438039535902,0.10210886277233679,False,False,False,False,1.1931523567856073,1.1931523567856073,108046051.87231395
0.03415708095090429,0.4917502785717819,0.18236199086151508,False,False,False,False,1.26299721182525,1.26299721182525,105285952.79262236
0.025611331397340606,0.6054901833270938,0.18269184711569164,False,False,False,False,1.3204877904578258,1.3204877904578258,101562343.23056084
0.018489423411172483,0.6759234552572431,0.19436211843122658,False,False,False,False,1.3957407184156265,1.3957407184156265,100098993.29507808
0.02063433813257215,0.651057385234976,0.17563072674168306,False,False,False,False,1.3328767259602614,1.3328767259602614,108223851.02981898
0.03143750114669277,0.35192839262463343,0.13888853597942935,False,False,False,False,1.187023880730695,1.187023880730695,95063932.72578871
0.018532269243012253,0.5439629664895901,0.1123321238909238,False,False,False,False,1.345737567511013,1.345737567511013,99741250.17956956
0.037430953335435335,0.4078434339132742,0.20587312906299438,False,False,False,False,1.246615346255118,1.246615346255118,98254026.59196213
0.011181704074010779,0.5616564434169525,0.16926784502022763,False,False,False,False,1.365935040291427,1.365935040291427,98806669.29346602
0.03765652931610842,0.38290337448457284,0.1671845197808422,False,False,False,False,1.1739582790017127,1.1739582790017127,99341294.93223925
0.019734039787338023,0.6338596267890255,0.22942290221742473,False,False,False,False,1.2903996906252082,1.2903996906252082,108826259.46920341
0.005615898489080309,0.6165302662825713,0.17061015512056799,False,False,False,False,1.4517591891051889,1.4517591891051889,93283094.82434733
0.0329218630240913,0.6934811766425663,0.10709769105842389,False,False,False,False,1.2195441172540102,1.2195441172540102,117968725.45098494
0.013472141044855243,0.48161769117967823,0.19497153468013,False,False,False,False,1.3547451366383274,1.3547451366383274,96752896.38506167
0.01789051485323246,0.6808029582279435,0.24769224649744784,False,False,False,False,1.3770984169390603,1.3770984169390603,103871925.89192703
0.0226179345234125,0.34996649019843695,0.15593353827535394,False,False,False,False,1.315732772211846,1.315732772211846,90845256.521447
0.09000059504926569,0.3952983275069917,0.1180905155178811,False,False,True,True,0.9528375660448096,0.9528375660448096,92384282.2568224
0.013831296158432566,0.5973794245766664,0.144507221361021,False,False,False,False,1.3817083256609022,1.3817083256609022,99875392.15193227
0.023967766534001754,0.6963893842973304,0.144431135854126,False,False,False,False,1.340008413703799,1.340008413703799,110871489.286368
0.060899102284180245,0.4669902492510963,0.14182192732015608,False,False,False,False,1.1235117845323495,1.1235117845323495,110470080.16244741
0.01076387080325824,0.668323662219576,0.17263065011788387,False,False,False,False,1.391033053722192,1.391033053722192,101828174.6205315
0.05742621999872628,0.4571559417007345,0.1942398360749037,False,False,False,False,1.1030324331780714,1.1030324331780714,105302728.11505009
0.015256770115904948,0.6736075411391946,0.10677671112765319,False,False,False,False,1.3737700302720017,1.3737700302720017,102700675.46602066
0.13731064179939023,0.3492028583964495,0.1750752983324269,True,True,True,True,0.6826610922042777,0.6826610922042777,60267390.15650672
0.05196861486419331,0.6188890718662667,0.10982083072050534,False,False,False,False,1.1494447514827268,1.1494447514827268,121399974.96041003
0.03558356776810889,0.41638043709521133,0.16323798206697182,False,False,False,False,1.2277342143838361,1.2277342143838361,96791385.05993186
0.038110877915557236,0.3303953924640286,0.19938560778442585,False,False,False,False,1.226575776001512,1.226575776001512,91510160.29585257
0.016724336559349753,0.5935076314873606,0.11913928264001306,False,False,False,False,1.3975372497815475,1.3975372497815475,97866590.9500016
0.07358202424142456,0.34997939150104307,0.18125702803620397,False,False,False,True,1.015519575747505,1.015519575747505,97982639.1127831
0.05111068081421077,0.5611527384323505,0.11980019798696284,False,False,False,False,1.128667528647899,1.128667528647899,116342450.90535183
0.030330290642076867,0.4260130914450615,0.13866565362200234,False,False,False,False,1.2896693786773799,1.2896693786773799,96670215.8510382
0.023996263334885314,0.5861842105069086,0.13027577336646723,False,False,False,False,1.3328569946111704,1.3328569946111704,102983106.41485181
0.04242601059867073,0.4627189409719583,0.1460618690340574,False,False,False,False,1.1848483964813679,1.1848483964813679,103398371.23159856
0.009178321291400709,0.48613616214570055,0.2294420943187009,False,False,False,False,1.4240997503839856,1.4240997503839856,93519324.09577265
0.050063822786859315,0.3973915736409135,0.19214331116694836,False,False,False,False,1.1903867527501237,1.1903867527501237,96137555.25354916
0.06061223263693586,0.3838303964074542,0.20982203917789055,False,False,False,False,1.0414591586700572,1.0414591586700572,96881982.00308354
0.024938572453869334,0.4914224501999036,0.22699894836867598,False,False,False,False,1.2761284848198775,1.2761284848198775,99905638.44431666
0.02457282704928014,0.455525273439124,0.17947851299440715,False,False,False,False,1.2877096533716597,1.2877096533716597,99794432.28143126
0.07020233518571696,0.3709733476143704,0.17936411751394526,False,False,False,True,1.0088646892077675,1.0088646892077675,94046196.99625021
0.15,0.3046564856944358,0.20741670972476522,True,True,True,True,0.6012441691367615,0.6012441691367615,49995767.51925456
0.09369786353655787,0.5354839379440754,0.22249616679712864,False,False,True,True,0.9153490845608252,0.9153490845608252,102072274.28107792
0.034640228443252485,0.4686869630959133,0.23866205187660539,False,False,False,False,1.21533721732037,1.21533721732037,103555499.48436868
0.03378456710792475,0.5391634498681166,0.14395266805710605,False,False,False,False,1.2260069755486354,1.2260069755486354,110270453.15098901
0.019244955573381437,0.3248692258420549,0.13354439149574338,False,False,False,False,1.3543254519386796,1.3543254519386796,89148951.93977329
0.020698641710896772,0.5670718534807688,0.12028326336333854,False,False,False,False,1.3402432336889294,1.3402432336889294,100373568.3428883
0.03329280428541903,0.44782499245929697,0.15961948802975265,False,False,False,False,1.2364167185299306,1.2364167185299306,101161966.44390614
0.022819858820940148,0.6318356900230278,0.18041993970114323,False,False,False,False,1.354382418558953,1.354382418558953,103861583.52959695
0.05128200667088741,0.6094719241533433,0.20051671768012527,False,False,False,False,1.1383475206450615,1.1383475206450615,123353366.65565303
0.11727577001207062,0.5256571471270062,0.1862230061447437,False,True,True,True,0.7287351289175088,0.7287351289175088,73391039.85339202
0.04498854693144119,0.3772450674195654,0.2043743160946083,False,False,False,False,1.0678493340337616,1.0678493340337616,99154171.87477058
0.05537608734588996,0.44261377805021596,0.2344915721533154,False,False,False,False,1.1754622267998343,1.1754622267998343,104919784.09300037
0.011014599057836178,0.4932104743333643,0.18383930901598178,False,False,False,False,1.374156608374156,1.374156608374156,95514638.08939123
0.01555306072639959,0.6713693035457025,0.18054929372760314,False,False,False,False,1.4036542334430202,1.4036542334430202,99141544.22104314
0.027909632915213447,0.3319924584518941,0.23648604730031184,False,False,False,False,1.2366607658665534,1.2366607658665534,92927856.29149356
0.07994480074814943,0.40295663018336403,0.2431457765718519,False,False,False,True,0.9641186627583498,0.9641186627583498,98219321.62429942
0.03438284168919561,0.4312368321338792,0.17827909699657946,False,False,False,False,1.2133794278240884,1.2133794278240884,96981696.36179517
0.05784489606150223,0.34975650156707744,0.24941683120508668,False,False,False,False,1.1113920888145439,1.1113920888145439,97419689.77017081
0.078555747986817,0.35802622180678867,0.15049458740587618,False,False,True,True,0.9411049489998713,0.9411049489998713,85517109.13823771
0.018038934287446823,0.49658453094647825,0.12798258305643326,False,False,False,False,1.3532450723993514,1.3532450723993514,97386245.70386524
0.051186207293651316,0.33090014218938774,0.21297133629087472,False,False,False,False,1.153896332924851,1.153896332924851,93281793.05730851
0.0270580797538896,0.695167921504211,0.10702987417846402,False,False,False,False,1.2650525856877817,1.2650525856877817,115300025.40549473
0.12281765368889817,0.40234081404604793,0.10567759132260374,False,True,True,True,0.7355332166073845,0.7355332166073845,61869470.32564191
0.013523465307877024,0.3782067897708263,0.10320041686841255,False,False,False,False,1.3926340735497769,1.3926340735497769,90426976.14496726
0.071575056632719,0.485603232511967,0.24584351478820252,False,False,False,True,0.9811750438860832,0.9811750438860832,108192688.60978608
0.03966480422839955,0.3732885431578859,0.20490337856365431,False,False,False,False,1.1446597496923008,1.1446597496923008,97623919.74801736
0.11553848527978501,0.4069576830119608,0.105402041172555,False,False,True,True,0.9294834466637895,0.9294834466637895,90880813.55009237
0.13601591068909197,0.5718032530558086,0.22536381273474815,True,True,True,True,0.6887592163273409,0.6887592163273409,76998212.73910314
0.018486604256646444,0.3635836273254286,0.1343823703910919,False,False,False,False,1.3155996118485658,1.3155996118485658,91472452.67771392
0.055772085961888394,0.38989163782371233,0.1669203971196156,False,False,False,False,1.0915447835836354,1.0915447835836354,102306241.66777818
0.02333529728576116,0.4235307900477616,0.2030515844920484,False,False,False,False,1.2967618156403344,1.2967618156403344,96888103.03087735
0.042444087309703525,0.4707913302091461,0.17515598586540107,False,False,False,False,1.192640234919133,1.192640234919133,104747363.29130019
0.013962415113421606,0.6904971037326617,0.18945570129073735,False,False,False,False,1.3672868248044332,1.3672868248044332,102920244.47553091
0.01911957835578467,0.33944985428068764,0.16578689863989143,False,False,False,False,1.3685107158120295,1.3685107158120295,89947870.47123875
0.02092334735172151,0.35196359230473395,0.21371404382653536,False,False,False,False,1.3289029023035166,1.3289029023035166,91931434.51536846
0.10483853750328888,0.6535702366484769,0.10048127776145313,False,True,True,True,0.8494815655575917,0.8494815655575917,109892145.54469785
